transaction_amount,transaction_frequency,distance,account_age_days,transaction_recency,unusual_activity_flag,num_unique_devices,num_unique_locations,blacklist_whitelist_status,transaction_amount_deviation,credit_score,account_status,is_fraud,fraud_score
476.77544959384505,10,875.6131266348463,2624,245,0,4,6,whitelist,34.937650702380196,453,inactive,1,0.3863981064229137
694.0822033102555,42,833.1821435380327,1130,49,0,1,4,whitelist,183.732826414241,613,inactive,1,0.33007141896552405
843.2885147147149,39,656.9683868691403,571,359,0,8,5,blacklist,283.2877918680117,308,active,0,0.2164950328949844
501.123450340737,1,331.46585488600266,2690,263,0,1,5,blacklist,141.4345029314435,393,active,0,0.4462278016404819
156.1596657146432,45,207.4653248321392,785,307,1,6,8,whitelist,167.98500499500918,677,inactive,1,0.12736396055697374
161.20773903014512,7,924.1438955347667,429,97,1,3,5,whitelist,234.21827169201066,439,inactive,0,0.6065992612357474
322.4945158702095,30,809.3423381114902,222,13,0,3,2,blacklist,358.1273891365879,390,active,1,0.8068911396595014
389.4503434999728,11,890.2669389661476,2378,183,1,7,5,whitelist,124.63477523552069,785,inactive,0,0.43675492399474003
19.862021792377032,45,569.6368901532509,1776,9,0,4,4,whitelist,228.7772284809973,571,active,0,0.3566664105280679
813.4359663695077,10,30.408377498776453,2574,17,1,4,3,whitelist,108.15486925083346,419,inactive,0,0.8816185114856696
118.05211781581825,14,338.6577244164454,460,122,1,7,2,whitelist,358.8045055101317,830,inactive,1,0.5715743987423316
596.1752383294732,7,49.72605597309943,2176,273,1,8,8,whitelist,49.629394729009455,716,inactive,0,0.3697110412310701
540.9424695343563,28,564.5338454407616,2439,100,1,9,5,whitelist,311.15020030808716,434,inactive,1,0.588196632582492
817.198022788637,32,68.24021843256578,2172,192,0,8,6,whitelist,459.3857936367483,522,inactive,0,0.15840316137970945
135.1053120910322,31,928.9224953330967,2648,23,0,6,2,blacklist,397.2791964403981,458,active,0,0.9008826537745583
52.756603559525956,36,332.59354098801055,1753,218,0,9,1,blacklist,91.98749809903961,406,inactive,1,0.2120334525413773
377.9869430707921,1,363.53188086038404,3363,44,0,2,6,whitelist,301.7626498976015,373,active,1,0.21171785067199822
689.4274729273931,12,438.7980863898536,1879,268,0,3,4,blacklist,115.36334610671167,491,active,1,0.051827063246240423
529.6585156677444,27,695.371884602762,170,121,0,5,2,blacklist,279.3632434356313,524,active,0,0.6007579834972575
109.4866374036396,20,808.5814408327604,1246,153,1,5,7,whitelist,107.3225816056132,309,inactive,0,0.4310119036945963
235.86658009490955,41,237.20619860155955,873,146,1,4,9,blacklist,483.48515686984064,393,active,1,0.8270110982064353
669.2161485799195,36,968.0994985194943,3478,2,1,2,9,blacklist,210.9887276466958,489,active,1,0.4260403487097071
633.1805251378555,12,477.38710695529295,2224,359,1,4,5,blacklist,231.8114517911315,441,active,0,0.24401512940062509
23.15843481085537,42,591.5719338139947,2752,161,1,9,8,whitelist,151.01657282429426,303,inactive,1,0.2672497646942512
391.60005853656685,35,442.4017767111955,436,324,1,7,8,whitelist,17.132318435732707,502,active,1,0.7548326778029107
332.5374034049632,11,840.6130413427506,3237,160,0,1,6,blacklist,402.32015642606814,715,inactive,1,0.20071753756902577
21.812930810786362,20,119.35832862364171,100,145,1,2,5,blacklist,299.3762462985296,589,inactive,0,0.4358351971055623
918.3293020887717,24,252.6430190663771,3115,297,0,6,4,whitelist,56.84110351377802,539,active,1,0.11143968231100743
702.1360188894909,47,941.1427781862467,159,343,1,6,4,whitelist,227.80750809425265,526,inactive,0,0.08219289696310461
524.1385095758014,3,550.7630361814855,3614,225,1,5,9,blacklist,468.76762472853295,814,active,0,0.506725325379588
100.590985391347,5,755.1406518672256,653,337,0,6,7,whitelist,272.1692127296813,425,inactive,1,0.3444510583744933
103.98443539545194,36,292.12788266344893,1930,282,1,7,9,whitelist,119.6045974152255,578,inactive,0,0.8530784473860882
74.27416235600742,16,926.8298706426987,1474,131,1,3,2,whitelist,430.2262384413386,344,inactive,0,0.9163810826399381
71.31390756591713,41,837.5400149043534,2247,44,0,6,5,blacklist,422.3115541318107,494,active,0,0.18053004499187586
304.98968236635915,18,501.73374754628685,818,74,1,9,2,whitelist,386.80445160195916,562,inactive,0,0.850511803791193
982.3961205049964,34,929.6239587052288,2627,300,1,5,4,whitelist,344.56078749447306,608,inactive,0,0.03619072316879424
495.2109410070777,44,106.94170228157796,3292,339,0,6,9,blacklist,167.61929405000464,513,active,1,0.737835481440306
590.916847797523,19,949.4105909595952,1917,233,1,5,8,blacklist,425.09656223532943,338,inactive,0,0.040768889300351496
869.3747179286964,46,159.58496949934886,1271,233,0,7,2,whitelist,100.81582723671745,496,inactive,1,0.6537378418210265
703.4292625457651,39,260.9565851162811,2235,355,0,7,8,whitelist,89.46895300184727,535,active,1,0.966533220007889
409.23109515494195,6,320.2302139750911,2502,350,0,1,9,whitelist,85.10536243227845,424,active,1,0.734253399728558
72.39747995932402,26,771.4552563882046,1884,331,1,2,5,blacklist,191.35377352047172,792,active,0,0.6454987733807097
72.29012821594577,21,527.9639078136977,834,351,1,3,9,whitelist,155.50127786901047,453,inactive,1,0.5071201276285584
450.92778636200336,29,52.26874461591069,1855,103,1,9,9,blacklist,375.8537531212537,536,active,1,0.06967915260013813
943.594472350676,11,860.5666066113259,2030,239,0,4,9,blacklist,466.8966565643253,663,active,1,0.8366078654461204
830.3089484772462,34,815.5306030622093,1524,225,1,4,2,blacklist,54.35922290366163,812,active,1,0.26074582382225286
339.1597610897908,49,164.57184866719643,2148,335,1,5,9,whitelist,473.77360154825175,363,inactive,1,0.4794965088875972
300.4778574533841,18,559.6613742469158,1807,263,0,2,3,blacklist,344.9865982704611,675,active,0,0.7806019243018564
215.08436183588864,15,657.9692018155514,420,38,0,1,5,whitelist,118.07922420438527,337,inactive,1,0.7125184141544326
471.78190179806376,5,502.4281184857213,2760,27,0,1,2,whitelist,258.6035579166683,519,inactive,1,0.4197454778520259
743.2884477731295,2,930.2456607585501,541,4,1,9,5,whitelist,105.185820553859,819,active,1,0.37139624780316716
649.1085128678199,48,790.7222620291099,89,267,0,4,4,whitelist,64.43373410811282,816,inactive,0,0.12425137781680595
312.14309127948115,47,133.33825515285957,514,251,0,9,6,blacklist,154.2280583608675,711,inactive,0,0.8134673807313161
943.0168085411046,2,982.1135650209042,3333,68,1,3,5,whitelist,410.54059638676864,376,active,0,0.4286258703574619
744.4977797987164,26,135.84227488064937,2150,120,0,1,3,whitelist,414.4095872550256,827,active,1,0.7217067691100335
973.1557986680986,43,264.1233677929945,3279,318,0,3,6,whitelist,403.2548222179088,386,inactive,1,0.5482755375326902
368.5518332273308,1,171.9593474409452,1562,265,1,5,4,blacklist,411.8296639751602,833,active,1,0.2476983048191851
867.3994228390648,45,217.79779769383657,734,70,0,2,9,whitelist,252.60294855200505,329,inactive,1,0.5601478623347578
139.62878629622108,42,699.3682072590532,1082,286,1,1,7,whitelist,320.8420788776011,503,inactive,0,0.12930637205333306
121.19125984367206,31,848.4726948838929,1613,98,0,1,7,whitelist,321.2991886170476,805,active,1,0.475616151610429
567.1022614848571,31,31.71747335511055,1000,138,1,6,8,whitelist,424.0498861654788,765,inactive,1,0.8528104615931366
203.81277177618583,19,910.7064993490911,2387,304,0,4,7,blacklist,140.15673654998506,793,active,1,0.5419310593910331
608.6252506444438,11,462.3289115971227,2906,116,0,1,6,blacklist,298.1237304263879,604,active,0,0.9570604814681491
928.8602915158963,4,247.7387228200214,315,358,0,3,4,blacklist,79.92832062022003,486,active,0,0.7372970696126656
870.4991734773708,8,127.95136788917183,2769,84,1,8,9,blacklist,104.12981785417263,603,inactive,1,0.6801985346567015
61.307002441544256,40,157.15450138348874,2403,139,0,7,1,blacklist,287.286005891071,653,inactive,0,0.9058987565366462
241.82623369152944,40,229.55819036191116,2907,301,1,3,5,whitelist,386.74906081481913,713,active,0,0.08719167121901128
769.0071696190731,44,288.7959044625615,2912,171,0,8,4,blacklist,189.87330026434475,512,active,1,0.44186172393863865
133.07493908210955,39,942.564259445355,950,6,0,3,7,blacklist,255.44863879355557,776,inactive,0,0.9408198551143305
818.4621864823539,29,76.83372607351436,2865,195,0,8,4,whitelist,312.6348377840718,359,inactive,0,0.9224589335448222
447.1232591041408,31,863.242703458874,2408,267,1,5,1,whitelist,1.3623061671796388,810,active,1,0.5109667538066652
989.7782338191872,25,589.1559484453876,2167,300,0,6,9,whitelist,355.5576522559107,823,active,1,0.6557704134620945
469.1188724281743,26,100.46936000571394,974,120,0,7,1,whitelist,489.8595084596746,601,inactive,0,0.2995468241694249
744.3358570025141,45,282.55533329998264,2269,328,1,7,3,whitelist,452.9697337824352,392,active,0,0.559465169297857
398.6931790159717,33,146.3601516901324,539,129,1,6,1,blacklist,71.61781082549578,804,inactive,1,0.35103487449796267
220.9694426956899,11,972.2104444257101,911,250,0,5,1,whitelist,106.39639617846608,712,active,1,0.8088861532326093
598.2942744286372,30,917.3870313034406,1014,304,1,4,4,blacklist,339.9891339947058,336,inactive,1,0.2053940127838012
704.5556767272162,27,199.55708546296634,819,137,0,7,4,whitelist,72.48034017406307,653,active,0,0.4961224270635226
940.2938779654485,23,992.0180003414923,2699,294,0,3,1,blacklist,446.2923637193417,334,active,1,0.3612828926760674
92.97783616858295,2,620.2172661461344,1877,166,0,3,2,blacklist,334.0585651330783,674,active,1,0.725785797100055
336.44041683557583,31,122.63173957888374,202,40,0,3,3,whitelist,152.05905777271727,461,inactive,1,0.07267853616128128
948.8101306934919,45,284.04519936623706,2673,127,1,8,5,blacklist,376.6725508549481,737,active,0,0.3672279681467243
48.04719539432738,9,765.4627614735026,3223,354,0,2,3,blacklist,309.6684204187239,413,inactive,1,0.9842157484463034
506.39155892962197,27,689.3268191438385,2398,162,0,2,6,blacklist,479.89949842334346,675,active,1,0.7036961566586882
574.0426821232116,30,586.7094864965206,857,163,0,1,5,blacklist,437.2479705998162,694,active,0,0.9936990620129275
112.48934216790538,17,101.35340934981075,1743,144,0,3,2,blacklist,357.5915897538318,793,active,0,0.0039925901996035185
63.588301419664454,35,688.1729243301035,1937,129,0,2,2,blacklist,263.1927532761446,403,inactive,1,0.9714272753696934
746.3492330505844,38,587.7431956861325,2919,13,0,5,2,whitelist,393.14040176260727,444,active,1,0.7684558529868482
941.0201033661305,43,578.39873770225,1623,317,1,6,7,blacklist,336.6400727163941,644,inactive,1,0.6396684318021311
833.7662317844089,5,263.0096027135597,3514,64,1,3,6,whitelist,179.8515753186168,418,active,1,0.8364620784802645
246.02804741154705,1,15.826338679908126,2096,59,0,3,8,whitelist,461.32966600864637,306,active,0,0.733001462294286
196.5995132596309,37,949.3212224547524,3232,325,1,4,8,blacklist,386.9148113104951,768,active,0,0.51911568055132
326.3827067833788,44,110.7191454119254,3601,259,1,2,2,blacklist,53.08538296248055,592,inactive,1,0.4596340118428188
433.66153023910726,43,593.1447219274066,2699,163,0,2,4,whitelist,370.21322154000677,726,active,1,0.7609646803466792
619.4094823735904,45,434.59141158712356,1115,186,0,1,7,blacklist,304.30346418908493,594,active,0,0.24689857755976397
769.5711815015385,15,537.3135217213048,2928,33,0,1,8,blacklist,419.42304469893065,438,inactive,1,0.20259736326495048
972.6772940764502,46,377.14842958731623,2766,144,0,5,9,whitelist,402.6732609339055,404,inactive,1,0.06539448903847178
915.2378773782311,10,781.0251437853408,3281,53,0,6,8,blacklist,240.27263917413018,315,inactive,1,0.6095340873169134
191.70484709749073,38,676.9415379306739,1902,17,0,8,8,blacklist,333.6036345344431,739,active,1,0.19773886998558288
309.3272739268317,33,837.0899890342654,1381,161,0,5,9,whitelist,387.74438188714447,372,inactive,0,0.3479344964628467
811.1074844458011,6,750.9922070005401,1898,296,1,9,2,blacklist,73.89859207927041,480,active,1,0.7646388152299137
97.85341582237713,12,391.465102659744,2374,82,0,5,6,whitelist,266.04297538695124,496,inactive,1,0.39475497641302093
889.1013812090025,16,230.88881950301965,598,324,1,4,4,whitelist,339.63543589251213,342,active,1,0.6934026075152175
82.34998409259258,18,717.0704002746066,2633,29,1,8,5,blacklist,455.9178857983055,407,active,1,0.9579833387270773
981.2416918174598,37,14.761696208375973,2978,91,0,9,7,whitelist,243.1256864702102,427,inactive,0,0.2740950378660496
419.6942411532843,14,471.4486840961143,3291,42,1,6,3,blacklist,399.55438082400747,729,active,1,0.3708079262231929
99.24975206929832,39,227.17450710393362,194,292,1,7,2,whitelist,176.42228308561087,819,inactive,0,0.15126613052361737
899.7147374838421,6,371.26530840273773,2731,210,1,5,6,blacklist,100.43501521686188,633,inactive,1,0.6436712631843087
663.5477071425629,13,327.3223023698887,1997,269,1,5,3,whitelist,338.55481038701043,723,inactive,0,0.7924745369053504
49.23703123430889,28,279.62380424671727,620,218,1,4,4,blacklist,413.91323302338253,592,inactive,0,0.24498086335592872
738.6831119048875,4,950.6772237054578,2826,23,1,1,3,whitelist,190.76696150879135,536,inactive,0,0.456764756330178
902.7072225079806,25,791.5556350612866,1068,325,1,7,5,blacklist,291.3488283573776,426,inactive,1,0.9220755853616266
352.5746071238614,14,813.8019899617007,1003,63,0,3,3,blacklist,354.26819843738974,839,inactive,0,0.7172803005711558
728.2448797963656,1,541.2051455830637,2505,340,1,3,9,blacklist,117.39561450040692,636,inactive,1,0.5877654377207155
710.0198406834288,32,82.39704962377725,1860,258,0,3,3,whitelist,452.49123955514733,331,inactive,0,0.24069769437577293
753.2033486261047,23,573.4593125669952,276,35,1,6,1,whitelist,423.18672207180396,641,inactive,1,0.8143918052557676
906.8791206193392,47,630.2531111201606,3032,86,1,2,7,whitelist,457.14723535082965,778,active,1,0.29809707860333834
19.45691657426726,26,484.67044268337133,1851,165,0,8,1,blacklist,278.49297547622484,569,inactive,1,0.5384251910102278
351.13688249154785,15,766.3911537269299,1557,5,1,6,1,blacklist,420.15720671859776,644,active,0,0.42881209788726926
207.06093476101518,23,585.8737208592527,43,297,1,7,8,blacklist,49.673297515197056,679,active,1,0.5737573581222136
970.6928054777062,49,636.638355488026,995,277,0,6,8,whitelist,210.76550139311746,438,active,0,0.337113692669081
624.3339512393666,24,401.3825969243291,3477,363,0,4,4,blacklist,337.5666440799999,656,inactive,1,0.536068133619271
902.2975508185872,44,207.1583723982483,432,284,0,5,2,blacklist,51.879835527466945,414,inactive,0,0.15804912520152603
974.4617687979304,12,94.93349630993796,1292,259,0,6,3,blacklist,346.92209479242933,821,active,0,0.2944787403012856
168.16988507476293,15,499.61191803755776,1957,2,1,4,7,blacklist,9.79338024262405,438,active,0,0.7012289004665285
210.36156441584765,19,427.9060041295184,3571,67,1,8,3,blacklist,31.418453088528754,684,active,1,0.01063566271053451
384.5642595183167,7,587.5675811137962,3455,69,1,6,6,whitelist,233.03904700269788,322,inactive,1,0.26881797476357217
889.0697481626202,36,431.5787144917731,574,219,1,8,3,whitelist,392.64322353651005,563,active,1,0.22302253100728697
988.544661591405,31,934.2255590270678,1720,174,1,3,3,whitelist,149.1884693112182,341,active,1,0.3600075452360022
773.2566511748978,7,458.8074205516516,2315,29,0,8,3,blacklist,225.09756996623491,658,active,0,0.6198716256270154
941.4446064518914,4,634.97602499313,3375,42,1,3,2,whitelist,317.540993356979,842,inactive,1,0.3443292797575376
122.76274015319449,19,372.0932745287359,3533,207,0,7,1,whitelist,99.71859553450729,775,active,1,0.32873372520399646
970.7870224970155,9,973.2260298105591,3145,296,1,7,2,whitelist,429.55003781591546,760,active,1,0.15359432229202674
421.0273995677052,33,537.5390572366261,3256,191,0,2,5,whitelist,375.0411318268298,519,inactive,0,0.9763081315161455
196.0922221331431,3,780.1549106192487,2191,310,0,6,8,whitelist,400.5729414456193,381,active,0,0.06921944354835086
532.5719700236469,41,935.5268551342115,1388,7,1,6,1,blacklist,437.10724943831667,428,inactive,1,0.36879222447720195
556.4722690019506,15,796.1396084538492,2110,312,0,2,5,whitelist,116.33733770088634,410,active,1,0.5347964427329474
699.6324036654139,43,790.7051940850973,1875,354,0,2,8,whitelist,458.5028105749107,418,inactive,0,0.8935224285447174
115.85617165419954,43,350.092935144919,2414,46,1,5,6,whitelist,395.60325032687615,846,active,1,0.0661513877377986
698.7403278626035,2,414.6296217597345,2641,215,1,5,4,blacklist,360.7896328973855,587,active,0,0.5495784256221244
574.4859926218647,44,889.5703855353064,730,167,0,7,2,blacklist,97.03940507727054,775,active,1,0.6499155468491824
95.22460818148065,33,533.4694934498447,683,169,1,7,3,whitelist,491.1269467759515,598,inactive,0,0.9451729854420029
475.2886681756222,14,733.5625487662012,1648,151,1,8,4,whitelist,182.3896311056164,669,inactive,1,0.917092626440632
920.3096030243465,48,375.49431547626466,1694,94,1,2,4,whitelist,497.51967420055985,525,inactive,1,0.1310470622322225
982.7586939450089,45,300.78837567326434,3478,280,1,2,1,whitelist,156.6627114041521,816,active,0,0.4498559259366447
552.5835244738848,16,338.5119167558147,3541,124,0,2,6,blacklist,409.97969141999516,685,active,1,0.6197725956542444
959.0246117143558,6,53.7864232844244,101,45,1,2,3,whitelist,42.29670047366885,412,active,1,0.13960460470945302
68.61580217966053,29,610.1592032632657,1089,357,1,9,4,whitelist,352.5609825110062,813,active,0,0.5633358472327124
864.6866594919643,32,826.585996489893,1349,230,0,7,4,whitelist,63.84884151730569,834,inactive,0,0.4931527326561047
796.5837887068549,11,730.2953749259024,3103,263,1,8,2,whitelist,425.0048781171736,684,inactive,1,0.948060467019106
675.4366071780446,20,582.1326964299587,1818,190,1,7,7,whitelist,134.9227611739421,507,inactive,0,0.5548050437932556
780.799460963342,35,672.9056469759681,2439,240,1,6,2,blacklist,476.1293873517094,781,active,0,0.02927099654744436
988.6211895369653,23,741.7528476164123,1550,338,0,9,9,whitelist,173.3670868843225,768,inactive,0,0.5669335128151496
283.75675181101104,10,82.50687095618791,1654,160,0,4,5,blacklist,298.7810590788128,451,active,0,0.894407616840693
149.78801074069852,27,403.11731669760053,1071,138,1,9,9,blacklist,7.06571662028016,634,inactive,1,0.32728960800746054
672.2209231982819,28,158.00588457490673,1875,34,1,7,6,whitelist,219.2178564160176,373,active,0,0.1509610701723697
856.8862000156798,21,382.9556647374632,1509,320,0,8,5,whitelist,429.4130073478437,601,inactive,0,0.8566800936834249
17.509609630651504,25,165.5397813920425,674,24,1,2,9,blacklist,59.02821202428948,783,inactive,0,0.37582182148486754
971.9477447981,38,301.58445966212224,987,144,1,4,8,whitelist,60.11052369967062,720,inactive,0,0.6075401825764347
354.9021917704224,9,135.39439440081446,1642,250,1,6,7,whitelist,60.87206293923225,477,active,0,0.2690718529059536
972.2725826339572,3,255.43487759605387,1302,252,0,7,3,blacklist,13.973267690903402,422,inactive,1,0.3183556353857926
944.6475248149004,44,918.9338262221959,3530,237,1,4,5,blacklist,45.731097574234155,673,inactive,0,0.9354760240180043
174.96812631292465,33,796.8507268598837,3474,132,0,8,8,blacklist,125.44839610214659,377,active,0,0.4448564353257163
431.94764274241,42,623.5952465521791,2667,37,0,6,1,blacklist,10.00533978549245,667,inactive,0,0.8036319062442222
349.5945570592793,23,87.69864435007146,1275,118,1,4,7,whitelist,2.5899063400096622,563,active,0,0.0246643781966559
302.13056768353175,13,502.0696631100761,1822,300,1,4,8,whitelist,48.61810566979996,662,active,0,0.1644944697682692
28.942837106906676,49,355.33796536761844,2984,34,1,6,4,whitelist,14.156745766655654,625,active,1,0.6095029162029908
236.27715194921313,40,560.9495230676724,2815,214,1,4,6,blacklist,130.4080190382399,753,inactive,0,0.17059204641536407
310.2917449785831,11,288.71241628661613,439,207,1,9,9,blacklist,109.0123455912358,413,inactive,1,0.894695405869135
22.95017748182861,43,813.9841393228196,3224,240,0,5,2,whitelist,487.1330409000652,303,inactive,0,0.6981565227570521
845.4002559988817,18,643.1000290164541,3378,3,0,8,9,whitelist,316.41461821499894,658,inactive,1,0.7550849372170062
537.2884658352723,4,349.6516114633849,214,190,0,1,2,blacklist,274.5819251474276,537,inactive,1,0.07765718307112524
311.6921843924477,22,531.4106902821312,694,357,0,7,7,blacklist,496.5245439805185,800,active,0,0.8346077216598206
13.399486134280995,37,842.9002443076236,564,164,1,1,5,blacklist,72.88280282921977,353,inactive,1,0.801404113706707
465.8952519090617,39,375.5198263586041,1550,140,1,5,8,whitelist,366.58063835359303,526,inactive,1,0.12083322860199497
224.4893331832301,3,395.23252958772406,1403,346,0,9,9,blacklist,130.69270517080156,502,active,0,0.3109239435599467
342.66785363986617,48,345.80139577752857,3540,351,0,4,6,blacklist,431.37874378904684,611,inactive,0,0.8071712113036686
982.177220069799,27,468.8683645694738,266,258,1,6,9,blacklist,344.80154950469944,782,active,1,0.31704731633713445
458.03794276795304,44,203.0487673624155,3416,240,1,3,4,blacklist,51.47577861382258,403,active,0,0.5615489049570815
240.22705292567474,44,797.819836669571,2618,64,1,2,6,blacklist,290.3323043557522,675,inactive,1,0.35230008176070426
606.1540627887958,16,248.0627754266621,675,12,0,7,1,blacklist,155.79072252052467,754,inactive,1,0.6691696379602201
34.718275072611746,42,734.2022067320634,846,339,0,2,7,blacklist,89.03886441912273,722,inactive,0,0.356573854694723
350.1693385916615,37,931.429137623861,837,27,0,7,9,blacklist,278.3102411081288,715,active,0,0.4262153190675474
447.0316257611194,14,575.5716799096153,709,132,0,3,4,blacklist,464.47620453064417,694,inactive,0,0.7315851729151337
595.0799154746745,10,290.2219583657535,620,228,0,6,8,blacklist,298.87647200937283,585,active,0,0.4424516806237391
77.07277495728914,9,354.59697196052207,2178,78,0,6,5,whitelist,166.5618734881462,543,active,0,0.8081030625055271
328.0071957912548,23,212.07818911913057,847,54,1,2,6,blacklist,320.50117164816726,479,active,1,0.25626503423720215
